27228,30121
27228,29697
27228,28142
27228,32909
27228,39063
27228,29151
27228,32939
27228,29097
27228,27340
7400,33754
7400,25947
7400,26638
7400,26982
7400,11297
7400,33400
7400,14083
7400,13861
7400,9783
7400,27193
7400,26641
7400,10633
13108,24732
51672,73366
51672,69265
281,34332
281,26678
281,26641
281,26982
281,29530
281,26592
281,27219
281,26586
281,26581
281,26621
281,26736
281,13292
281,42056
281,29656
281,29706
281,8719
281,26579
281,27175
281,26472
281,26540
281,10633
281,14871
281,2790
281,37616
281,34345
281,6267
281,11348
281,36314
281,5868
281,26512
281,33439
281,30121
281,37005
281,27228
281,26511
281,30141
281,30826
281,13861
281,26602
281,27344
281,26893
281,29097
281,32921
281,33754
281,9783
281,29182
281,1657
281,30148
281,12634
281,3403
281,34334
281,4396
281,26880
281,25934
281,22222
281,32939
281,26435
281,3462
281,9227
281,23221
281,30084
281,33543
281,11297
281,25444
29134,29971
29134,29697
29697,44629
29697,33754
29697,30141
29697,33439
29697,33346
25323,29999
50294,68856
50294,79792
50294,73366
50294,57987
45132,50312
45132,50301
45132,50298
45132,50305
18563,24732
5868,33346
5868,26871
5868,9783
5868,29697
5868,23612
5868,26581
5868,29182
5868,33562
5868,26511
5868,34313
5868,26638
5868,34319
5868,36990
5868,26670
5868,26602
6577,44629
6577,26638
6577,26880
6577,24141
6577,33754
6577,29697
6577,29661
6577,24296
6577,13292
6577,10633
6577,30084
6577,11297
11348,27138
11348,30141
11348,27175
11348,26472
11348,13341
11348,30235
11348,29182
11348,26581
11348,29697
11348,26540
11348,30148
11348,29134
11348,14871
11348,20795
24141,26641
24141,29661
24141,24296
24141,26579
24141,33400
24141,27193
24141,33439
24141,30084
24141,26880
24141,36990
24141,27219
24141,26661
24141,29971
24141,39347
18839,19338
18839,26937
18839,26641
18839,55458
18839,29697
18839,58966
18839,33400
18839,27193
18839,29706
18839,29097
18839,41869
18839,26661
18839,22222
18839,32950
18839,30141
6267,16931
6267,26511
6267,30141
6267,27175
6267,29182
6267,39347
6267,27129
6267,26678
6267,26480
6267,29988
6267,22388
6267,34334
6267,27344
6267,29097
6267,26880
6267,24141
6267,30235
6267,62292
6267,27122
6267,26736
6267,29697
6267,23612
6267,12645
6267,26790
6267,30084
6267,29706
6267,8719
6267,26871
6267,9783
6267,33346
36353,52367
19289,26581
19289,29182
19289,26472
19289,26511
19289,29097
19289,27228
19289,33400
19289,30084
19289,30121
19289,29706
19289,22388
19289,26641
19289,26736
30674,38475
30674,44090
30674,35126
30674,42361
30674,50305
30674,42359
30674,60874
30674,53260
30674,50294
30674,45132
30674,61854
30674,50301
30674,45113
30674,35306
30674,35141
30674,53249
40419,61854
40419,50294
40419,50302
40419,42361
27193,34345
27193,28142
27193,29097
27193,27219
27193,29706
27193,29971
14871,23221
14871,26790
14871,29661
14871,33543
14871,26579
14871,30084
14871,33439
14871,37614
14871,29097
14871,26592
14871,27219
14871,26893
14871,26880
14871,27344
14871,26512
14871,26621
14871,22222
14871,33562
14871,24141
14871,26678
14871,29988
14871,24296
14871,26540
14871,30148
14871,26517
14871,26638
14871,25947
14871,26511
14871,26472
10633,26536
10633,30141
10633,32950
10633,20795
10633,26678
10633,22388
10633,33563
10633,26982
10633,29530
10633,26583
10633,44629
10633,26592
10633,36990
10633,29097
10633,26893
10633,26963
10633,26621
10633,30235
10633,26581
10633,29661
10633,26937
10633,13292
10633,29706
10633,26871
10633,14083
10633,16931
10633,26638
10633,39347
10633,29182
10633,63770
10633,12634
10633,24296
10633,30148
10633,14871
10633,29151
10633,37620
10633,36353
10633,34345
10633,34334
10633,36309
10633,18839
10633,26880
10633,11348
10633,26435
10633,22222
10633,29697
10633,12645
10633,23221
10633,26663
10633,23753
10633,30084
10633,11297
10633,33400
35034,45117
35034,35117
35034,35068
35034,35083
35034,35141
35034,50310
35034,79879
35034,45128
35034,54116
35034,50312
35034,61854
35034,42361
35034,69265
35034,42359
35034,35126
35034,58531
35034,44090
35034,38475
38475,45128
38475,51672
38475,70888
38475,71218
38475,45133
38475,70869
38475,75186
38475,73371
38475,79794
38475,73103
38475,78728
38475,40419
38475,42359
38475,58531
38475,58522
38475,73922
38475,57987
38475,50310
38475,50312
38475,61854
38475,40389
38475,68856
38475,44088
38475,50301
38475,45113
38475,45117
38475,74768
38475,60462
38475,42373
38475,40175
38475,44090
38475,70413
38475,50302
38475,50298
38475,50305
38475,60874
38475,77306
38475,64955
38475,53260
30840,33754
30840,37014
30840,36990
30840,36353
26670,52367
26670,29988
26670,29971
21538,27122
21538,26435
26638,26893
26638,26880
26638,29530
26638,26982
26638,44629
26638,38633
26638,30235
26638,26963
26638,26937
26638,26790
26638,29661
26638,29697
26638,26736
26638,28142
26638,33346
26638,33439
26638,29706
26638,26871
26638,26670
26638,27340
26638,34332
26638,33786
26638,29182
26638,39347
26638,26641
26638,26678
26638,46449
2327,32921
2327,26581
2327,29530
2327,44629
2327,26602
2327,8719
2327,26871
2327,9783
2327,26579
2327,29661
2327,26511
2327,33321
2327,26678
2327,26641
2327,20795
2327,26435
2327,26512
2327,34334
2327,26880
2327,23753
2327,37614
2327,9227
2327,23612
2327,23221
2327,26638
2327,12634
2327,30148
2327,14146
2327,2924
2327,3403
2327,10633
2327,29151
26579,30148
26579,27193
26579,26638
26579,29182
26579,26663
26579,37614
26579,33439
26579,30084
26579,33346
26579,33400
26579,34345
26579,26880
26579,26678
26579,26641
26579,26661
26579,34332
26579,32950
26579,29661
26579,26736
26579,26790
26579,26871
26579,29656
26579,29706
26579,26602
26579,26982
26579,29097
26579,26963
26579,33754
26579,27122
26579,26581
26579,26621
26579,30235
45113,60478
45113,45133
45113,46645
8719,26480
8719,29988
8719,26641
8719,34332
8719,26511
8719,34313
8719,9618
8719,29971
8719,27323
8719,32950
8719,26736
8719,29661
8719,9783
8719,26871
8719,29706
8719,26579
8719,26602
8719,27344
8719,33563
8719,27219
8719,29097
8719,26592
8719,33754
8719,27122
8719,26540
8719,12634
8719,27129
8719,29151
8719,10633
8719,14871
8719,14146
8719,27193
8719,16931
8719,26638
8719,27175
8719,38615
8719,23612
8719,23221
8719,30084
8719,25444
8719,27228
8719,19289
8719,18839
8719,32939
8719,22222
23363,24732
23363,30905
13292,14871
13292,24296
13292,23612
13292,26579
13292,29656
13292,33439
13292,26511
13292,29097
13292,44629
13292,26581
13292,32921
13292,26536
26621,26736
26621,29661
26621,26678
26621,29656
26621,37614
26621,33400
26621,33543
26621,26638
26621,32954
26621,30826
27122,30076
27122,30121
27122,29706
27122,37230
27122,27129
27122,29134
27122,30141
27122,36314
27122,33754
27122,27138
27122,30235
27122,29530
27122,36353
27122,27219
27122,29097
47893,57871
61854,69265
61854,70888
61854,73228
61854,73371
61854,79794
61854,70889
61854,68856
61854,79499
26592,30141
26592,26880
26592,34313
26592,26893
26592,27340
26592,34334
26592,27334
26592,30084
26592,33439
26592,26663
26592,26641
26592,29697
18192,42373
18192,50294
18192,51672
18192,35141
18192,30659
26982,27323
26982,34313
29530,29661
29530,33400
29530,37616
29530,44629
29530,34319
29530,33562
29530,32958
29530,30141
29530,30840
29530,39347
68856,79879
68856,70869
50302,60462
50302,61854
50302,76672
50298,61854
50298,75163
60874,64955
26641,27193
26641,29151
26641,26678
26641,26714
26641,29971
26641,26661
26641,33400
26641,27228
26641,29706
26641,30084
26641,39063
26641,26790
26641,36278
26641,26663
26641,28142
26641,26736
26641,27122
26641,30235
26641,32921
26641,29097
26641,36990
26641,32954
26641,26982
20795,34345
20795,29530
20795,33563
20795,26880
20795,26512
20795,26435
20795,26736
20795,30121
20795,30084
20795,23753
20795,27228
20795,21538
20795,26638
20795,29182
20795,24296
20795,26678
22388,23612
22388,29697
22388,26540
22388,26663
22388,26480
22388,36314
22388,26472
22388,27122
22388,26583
22388,26602
10121,26736
10121,34313
10121,33439
10121,26621
12322,43871
4211,24732
46645,51391
46645,60874
34313,36314
34332,36353
24430,53682
24430,49722
11297,29971
11297,26661
11297,25947
11297,33321
11297,20795
11297,26678
11297,26641
11297,26581
11297,26621
11297,26982
11297,33563
11297,36990
11297,29706
11297,26579
11297,26736
11297,29661
11297,33786
11297,16931
11297,46716
11297,26638
11297,26540
11297,29151
11297,14871
11297,26435
11297,26512
11297,19289
11297,37616
11297,34334
11297,26880
11297,18839
11297,37614
11297,23753
11297,30084
11297,30121
11297,56169
11297,33400
11297,29134
11297,23221
33400,33786
33400,33563
33400,36990
30076,33754
4522,24732
35306,45133
35306,38475
35306,44090
35306,73371
35306,76814
35306,61854
35306,54828
35306,44088
35306,50301
35306,42361
35306,40419
35306,70884
70888,74768
33130,73366
33130,35201
33130,44090
33130,45133
33130,38475
33130,51391
33130,69265
33130,42359
33130,50305
33130,35034
33130,77306
33130,57987
33130,45128
33130,60478
33130,50294
33130,44088
33130,68856
33130,35174
33130,35117
33130,45117
33130,50301
33130,35083
33130,60462
33130,35068
33130,35141
9227,30840
9227,13341
9227,29182
9227,26472
9227,26524
9227,27175
9227,26670
9227,52367
9227,27193
9227,26517
9227,26641
9227,26714
9227,27129
9227,27122
9227,30235
9227,11348
9227,26880
9227,29097
9227,27219
9227,36353
9227,34334
9227,27228
9227,9783
9227,29706
9227,30084
9227,36278
9227,26663
9227,26790
53249,60462
30669,42359
30669,30674
30669,35126
30669,35034
30669,60874
30669,73371
30669,73366
30669,44090
30669,70869
30669,38475
30669,45133
30669,35117
30669,51672
30669,33149
30669,58508
30669,60462
30669,35083
30669,35068
30669,35141
30669,35306
30669,33130
30669,50310
30669,57987
30669,73228
30669,45128
30669,44088
30669,50312
45128,50301
45128,69265
45128,51672
45128,64955
32939,34319
33562,33563
32954,33563
32954,33786
70877,77306
26880,30141
26880,32921
26880,27122
26880,29530
26880,33563
26880,27344
26880,27219
26880,26893
26880,30121
26880,29656
26880,27228
26880,62413
26880,58966
26880,27334
26880,29661
34334,39347
30659,38475
30659,45133
30659,71218
30659,35201
30659,51391
30659,73103
30659,30674
30659,69265
30659,42359
30659,40419
30659,58522
30659,35034
30659,45128
30659,50294
30659,35174
30659,70889
30659,51672
30659,30660
30659,35306
30659,35068
30659,30669
30659,53249
30659,40175
30659,42373
30659,44090
30659,35126
30659,70413
30659,50305
30659,50302
30659,60874
30659,73105
30659,64955
30659,53260
30659,61842
30659,73228
30659,60478
30659,50310
30659,57987
30659,40389
30659,44088
30659,68856
30659,50301
30659,35117
30659,45117
30659,35141
24732,44160
24732,77518
24732,71090
24732,78544
24732,34838
24732,78545
24732,29355
24732,61899
